item	infinitive	tense	sing	plur	inVocabs
801	zanjar	Pres	zanja	zanjan	0
801	zanjar	Fut	zanjará	zanjarán	0
802	relevar	Past	relevó	relevaron	0
802	relevar	Imperfect	relevaba	relevaban	0
802	relevar	Pres	releva	relevan	0
802	relevar	Fut	relevará	relevarán	0
803	ordenar	Past	ordenó	ordenaron	0
803	ordenar	Imperfect	ordenaba	ordenaban	0
803	ordenar	Pres	ordena	ordenan	0
803	ordenar	Fut	ordenará	ordenarán	0
804	modificar	Past	modificó	modificaron	0
804	modificar	Imperfect	modificaba	modificaban	0
804	modificar	Pres	modifica	modifican	0
804	modificar	Fut	modificará	modificarán	0
805	desatar	Past	desató	desataron	0
805	desatar	Imperfect	desataba	desataban	0
805	desatar	Pres	desata	desatan	0
805	desatar	Fut	desatará	desatarán	0
806	ironizar	Past	ironizó	ironizaron	0
806	ironizar	Imperfect	ironizaba	ironizaban	0
806	ironizar	Pres	ironiza	ironizan	0
806	ironizar	Fut	ironizará	ironizarán	0
807	caminar	Past	caminó	caminaron	0
807	caminar	Imperfect	caminaba	caminaban	0
807	caminar	Pres	camina	caminan	0
807	caminar	Fut	caminará	caminarán	0
808	encantar	Past	encantó	encantaron	0
808	encantar	Imperfect	encantaba	encantaban	0
808	encantar	Pres	encanta	encantan	0
808	encantar	Fut	encantará	encantarán	0
809	andar	Past	anduvo	anduvieron	0
809	andar	Imperfect	andaba	andaban	0
809	andar	Pres	anda	andan	1
809	andar	Fut	andará	andarán	0
810	nadar	Past	nadó	nadaron	0
810	nadar	Imperfect	nadaba	nadaban	0
810	nadar	Pres	nada	nadan	0
810	nadar	Fut	nadará	nadarán	0
811	fiar	Past	fió	fiaron	0
811	fiar	Imperfect	fiaba	fiaban	0
811	fiar	Pres	fía	fían	0
811	fiar	Fut	fiará	fiarán	0
812	prescindir	Past	prescindió	prescindieron	0
812	prescindir	Imperfect	prescindía	prescindían	0
812	prescindir	Pres	prescinde	prescinden	0
812	prescindir	Fut	prescindirá	prescindirán	0
813	reprochar	Past	reprochó	reprocharon	0
813	reprochar	Imperfect	reprochaba	reprochaban	0
813	reprochar	Pres	reprocha	reprochan	0
813	reprochar	Fut	reprochará	reprocharán	0
814	agravar	Past	agravó	agravaron	0
814	agravar	Imperfect	agravaba	agravaban	0
814	agravar	Pres	agrava	agravan	0
814	agravar	Fut	agravará	agravarán	0
815	revalidar	Past	revalidó	revalidaron	0
815	revalidar	Imperfect	revalidaba	revalidaban	0
815	revalidar	Pres	revalida	revalidan	0
815	revalidar	Fut	revalidará	revalidarán	0
816	designar	Past	designó	designaron	0
816	designar	Imperfect	designaba	designaban	0
816	designar	Pres	designa	designan	0
816	designar	Fut	designará	designarán	0
817	cotizar	Past	cotizó	cotizaron	0
817	cotizar	Imperfect	cotizaba	cotizaban	0
817	cotizar	Pres	cotiza	cotizan	0
817	cotizar	Fut	cotizará	cotizarán	0
818	evolucionar	Past	evolucionó	evolucionaron	0
818	evolucionar	Imperfect	evolucionaba	evolucionaban	0
818	evolucionar	Pres	evoluciona	evolucionan	0
818	evolucionar	Fut	evolucionará	evolucionarán	0
819	reflejar	Past	reflejó	reflejaron	0
819	reflejar	Imperfect	reflejaba	reflejaban	0
819	reflejar	Pres	refleja	reflejan	1
819	reflejar	Fut	reflejará	reflejarán	0
820	percibir	Past	percibió	percibieron	0
820	percibir	Imperfect	percibía	percibían	0
820	percibir	Pres	percibe	perciben	0
820	percibir	Fut	percibirá	percibirán	0
821	empapar	Past	empapó	empaparon	0
821	empapar	Imperfect	empapaba	empapaban	0
821	empapar	Pres	empapa	empapan	0
821	empapar	Fut	empapará	empaparán	0
822	invadir	Past	invadió	invadieron	0
822	invadir	Imperfect	invadía	invadían	0
822	invadir	Pres	invade	invaden	0
822	invadir	Fut	invadirá	invadirán	0
823	reinar	Past	reinó	reinaron	0
823	reinar	Imperfect	reinaba	reinaban	0
823	reinar	Pres	reina	reinan	0
823	reinar	Fut	reinará	reinarán	0
824	resurgir	Past	resurgió	resurgieron	0
824	resurgir	Imperfect	resurgía	resurgían	0
824	resurgir	Pres	resurge	resurgen	0
824	resurgir	Fut	resurgirá	resurgirán	0
825	atajar	Past	atajó	atajaron	0
825	atajar	Imperfect	atajaba	atajaban	0
825	atajar	Pres	ataja	atajan	0
825	atajar	Fut	atajará	atajarán	0
826	fructificar	Past	fructificó	fructificaron	0
826	fructificar	Imperfect	fructificaba	fructificaban	0
826	fructificar	Pres	fructifica	fructifican	0
826	fructificar	Fut	fructificará	fructificarán	0
827	hipotecar	Past	hipotecó	hipotecaron	0
827	hipotecar	Imperfect	hipotecaba	hipotecaban	0
827	hipotecar	Pres	hipoteca	hipotecan	0
827	hipotecar	Fut	hipotecará	hipotecarán	0
828	remarcar	Past	remarcó	remarcaron	0
828	remarcar	Imperfect	remarcaba	remarcaban	0
828	remarcar	Pres	remarca	remarcan	0
828	remarcar	Fut	remarcará	remarcarán	0
829	justificar	Past	justificó	justificaron	0
829	justificar	Imperfect	justificaba	justificaban	0
829	justificar	Pres	justifica	justifican	0
829	justificar	Fut	justificará	justificarán	0
830	interpretar	Past	interpretó	interpretaron	0
830	interpretar	Imperfect	interpretaba	interpretaban	0
830	interpretar	Pres	interpreta	interpretan	0
830	interpretar	Fut	interpretará	interpretarán	0
831	replantear	Past	replanteó	replantearon	0
831	replantear	Imperfect	replanteaba	replanteaban	0
831	replantear	Pres	replantea	replantean	0
831	replantear	Fut	replanteará	replantearán	0
832	proclamar	Past	proclamó	proclamaron	0
832	proclamar	Imperfect	proclamaba	proclamaban	0
832	proclamar	Pres	proclama	proclaman	0
832	proclamar	Fut	proclamará	proclamarán	0
833	disparar	Past	disparó	dispararon	0
833	disparar	Imperfect	disparaba	disparaban	0
833	disparar	Pres	dispara	disparan	0
833	disparar	Fut	disparará	dispararán	0
834	influir	Past	influyó	influyeron	0
834	influir	Imperfect	influía	influían	0
834	influir	Pres	influye	influyen	1
834	influir	Fut	influirá	influirán	0
835	captar	Past	captó	captaron	0
835	captar	Imperfect	captaba	captaban	0
835	captar	Pres	capta	captan	0
835	captar	Fut	captará	captarán	0
836	enseñar	Past	enseñó	enseñaron	0
836	enseñar	Imperfect	enseñaba	enseñaban	0
836	enseñar	Pres	enseña	enseñan	0
836	enseñar	Fut	enseñará	enseñarán	0
837	bailar	Past	bailó	bailaron	0
837	bailar	Imperfect	bailaba	bailaban	0
837	bailar	Pres	baila	bailan	0
837	bailar	Fut	bailará	bailarán	0
838	gestionar	Past	gestionó	gestionaron	0
838	gestionar	Imperfect	gestionaba	gestionaban	0
838	gestionar	Pres	gestiona	gestionan	0
838	gestionar	Fut	gestionará	gestionarán	0
839	repasar	Past	repasó	repasaron	0
839	repasar	Imperfect	repasaba	repasaban	0
839	repasar	Pres	repasa	repasan	0
839	repasar	Fut	repasará	repasarán	0
840	distanciar	Past	distanció	distanciaron	0
840	distanciar	Imperfect	distanciaba	distanciaban	0
840	distanciar	Pres	distancia	distancian	0
840	distanciar	Fut	distanciará	distanciarán	0
841	culminar	Past	culminó	culminaron	0
841	culminar	Imperfect	culminaba	culminaban	0
841	culminar	Pres	culmina	culminan	0
841	culminar	Fut	culminará	culminarán	0
842	castigar	Past	castigó	castigaron	0
842	castigar	Imperfect	castigaba	castigaban	0
842	castigar	Pres	castiga	castigan	0
842	castigar	Fut	castigará	castigarán	0
843	abordar	Past	abordó	abordaron	0
843	abordar	Imperfect	abordaba	abordaban	0
843	abordar	Pres	aborda	abordan	0
843	abordar	Fut	abordará	abordarán	0
844	ceñir	Past	ciñó	ciñeron	0
844	ceñir	Imperfect	ceñía	ceñían	0
844	ceñir	Pres	ciñe	ciñen	0
844	ceñir	Fut	ceñirá	ceñirán	0
845	delimitar	Past	delimitó	delimitaron	0
845	delimitar	Imperfect	delimitaba	delimitaban	0
845	delimitar	Pres	delimita	delimitan	0
845	delimitar	Fut	delimitará	delimitarán	0
846	entusiasmar	Past	entusiasmó	entusiasmaron	0
846	entusiasmar	Imperfect	entusiasmaba	entusiasmaban	0
846	entusiasmar	Pres	entusiasma	entusiasman	0
846	entusiasmar	Fut	entusiasmará	entusiasmarán	0
847	manipular	Past	manipuló	manipularon	0
847	manipular	Imperfect	manipulaba	manipulaban	0
847	manipular	Pres	manipula	manipulan	0
847	manipular	Fut	manipulará	manipularán	0
848	potenciar	Past	potenció	potenciaron	0
848	potenciar	Imperfect	potenciaba	potenciaban	0
848	potenciar	Pres	potencia	potencian	0
848	potenciar	Fut	potenciará	potenciarán	0
849	editar	Past	editó	editaron	0
849	editar	Imperfect	editaba	editaban	0
849	editar	Pres	edita	editan	0
849	editar	Fut	editará	editarán	0
850	esforzar	Past	esforzó	esforzaron	0
850	esforzar	Imperfect	esforzaba	esforzaban	0
850	esforzar	Pres	esfuerza	esfuerzan	0
850	esforzar	Fut	esforzará	esforzarán	0
851	profundizar	Past	profundizó	profundizaron	0
851	profundizar	Imperfect	profundizaba	profundizaban	0
851	profundizar	Pres	profundiza	profundizan	0
851	profundizar	Fut	profundizará	profundizarán	0
852	desmentir	Past	desmintió	desmintieron	0
852	desmentir	Imperfect	desmentía	desmentían	0
852	desmentir	Pres	desmiente	desmienten	0
852	desmentir	Fut	desmentirá	desmentirán	0
853	reafirmar	Past	reafirmó	reafirmaron	0
853	reafirmar	Imperfect	reafirmaba	reafirmaban	0
853	reafirmar	Pres	reafirma	reafirman	0
853	reafirmar	Fut	reafirmará	reafirmarán	0
854	inflar	Past	infló	inflaron	0
854	inflar	Imperfect	inflaba	inflaban	0
854	inflar	Pres	infla	inflan	0
854	inflar	Fut	inflará	inflarán	0
855	desvirtuar	Past	desvirtuó	desvirtuaron	0
855	desvirtuar	Imperfect	desvirtuaba	desvirtuaban	0
855	desvirtuar	Pres	desvirtúa	desvirtúan	0
855	desvirtuar	Fut	desvirtuará	desvirtuarán	0
856	ensombrecer	Past	ensombreció	ensombrecieron	0
856	ensombrecer	Imperfect	ensombrecía	ensombrecían	0
856	ensombrecer	Pres	ensombrece	ensombrecen	0
856	ensombrecer	Fut	ensombrecerá	ensombrecerán	0
857	retrasar	Past	retrasó	retrasaron	0
857	retrasar	Imperfect	retrasaba	retrasaban	0
857	retrasar	Pres	retrasa	retrasan	0
857	retrasar	Fut	retrasará	retrasarán	0
858	reaccionar	Past	reaccionó	reaccionaron	0
858	reaccionar	Imperfect	reaccionaba	reaccionaban	0
858	reaccionar	Pres	reacciona	reaccionan	0
858	reaccionar	Fut	reaccionará	reaccionarán	0
859	intensificar	Past	intensificó	intensificaron	0
859	intensificar	Imperfect	intensificaba	intensificaban	0
859	intensificar	Pres	intensifica	intensifican	0
859	intensificar	Fut	intensificará	intensificarán	0
860	irritar	Past	irritó	irritaron	0
860	irritar	Imperfect	irritaba	irritaban	0
860	irritar	Pres	irrita	irritan	0
860	irritar	Fut	irritará	irritarán	0
861	apaciguar	Past	apaciguó	apaciguaron	0
861	apaciguar	Imperfect	apaciguaba	apaciguaban	0
861	apaciguar	Pres	apacigua	apaciguan	0
861	apaciguar	Fut	apaciguará	apaciguarán	0
862	resoplar	Past	resopló	resoplaron	0
862	resoplar	Imperfect	resoplaba	resoplaban	0
862	resoplar	Pres	resopla	resoplan	0
862	resoplar	Fut	resoplará	resoplarán	0
863	asomar	Past	asomó	asomaron	0
863	asomar	Imperfect	asomaba	asomaban	0
863	asomar	Pres	asoma	asoman	0
863	asomar	Fut	asomará	asomarán	0
864	trotar	Past	trotó	trotaron	0
864	trotar	Imperfect	trotaba	trotaban	0
864	trotar	Pres	trota	trotan	0
864	trotar	Fut	trotará	trotarán	0
865	mascullar	Past	masculló	mascullaron	0
865	mascullar	Imperfect	mascullaba	mascullaban	0
865	mascullar	Pres	masculla	mascullan	0
865	mascullar	Fut	mascullará	mascullarán	0
866	desplegar	Past	desplegó	desplegaron	0
866	desplegar	Imperfect	desplegaba	desplegaban	0
866	desplegar	Pres	despliega	despliegan	0
866	desplegar	Fut	desplegará	desplegarán	0
867	disculpar	Past	disculpó	disculparon	0
867	disculpar	Imperfect	disculpaba	disculpaban	0
867	disculpar	Pres	disculpa	disculpan	0
867	disculpar	Fut	disculpará	disculparán	0
868	moldear	Past	moldeó	moldearon	0
868	moldear	Imperfect	moldeaba	moldeaban	0
868	moldear	Pres	moldea	moldean	0
868	moldear	Fut	moldeará	moldearán	0
869	amoldar	Past	amoldó	amoldaron	0
869	amoldar	Imperfect	amoldaba	amoldaban	0
869	amoldar	Pres	amolda	amoldan	0
869	amoldar	Fut	amoldará	amoldarán	0
870	enjaular	Past	enjauló	enjaularon	0
870	enjaular	Imperfect	enjaulaba	enjaulaban	0
870	enjaular	Pres	enjaula	enjaulan	0
870	enjaular	Fut	enjaulará	enjaularán	0
871	desoír	Past	desoyó	desoyeron	0
871	desoír	Imperfect	desoía	desoían	0
871	desoír	Pres	desoye	desoyen	0
871	desoír	Fut	desoirá	desoirán	0
872	compaginar	Past	compaginó	compaginaron	0
872	compaginar	Imperfect	compaginaba	compaginaban	0
872	compaginar	Pres	compagina	compaginan	0
872	compaginar	Fut	compaginará	compaginarán	0
873	derrocar	Past	derrocó	derrocaron	0
873	derrocar	Imperfect	derrocaba	derrocaban	0
873	derrocar	Pres	derroca	derrocan	0
873	derrocar	Fut	derrocará	derrocarán	0
874	extraditar	Past	extraditó	extraditaron	0
874	extraditar	Imperfect	extraditaba	extraditaban	0
874	extraditar	Pres	extradita	extraditan	0
874	extraditar	Fut	extraditará	extraditarán	0
875	dialogar	Past	dialogó	dialogaron	0
875	dialogar	Imperfect	dialogaba	dialogaban	0
875	dialogar	Pres	dialoga	dialogan	0
875	dialogar	Fut	dialogará	dialogarán	0
876	solicitar	Past	solicitó	solicitaron	0
876	solicitar	Imperfect	solicitaba	solicitaban	0
876	solicitar	Pres	solicita	solicitan	0
876	solicitar	Fut	solicitará	solicitarán	0
877	difundir	Past	difundió	difundieron	0
877	difundir	Imperfect	difundía	difundían	0
877	difundir	Pres	difunde	difunden	0
877	difundir	Fut	difundirá	difundirán	0
878	enlazar	Past	enlazó	enlazaron	0
878	enlazar	Imperfect	enlazaba	enlazaban	0
878	enlazar	Pres	enlaza	enlazan	0
878	enlazar	Fut	enlazará	enlazarán	0
879	rezar	Past	rezó	rezaron	0
879	rezar	Imperfect	rezaba	rezaban	0
879	rezar	Pres	reza	rezan	0
879	rezar	Fut	rezará	rezarán	0
880	desalojar	Past	desalojó	desalojaron	0
880	desalojar	Imperfect	desalojaba	desalojaban	0
880	desalojar	Pres	desaloja	desalojan	0
880	desalojar	Fut	desalojará	desalojarán	0
881	transferir	Past	transfirió	transfirieron	0
881	transferir	Imperfect	transfería	transferían	0
881	transferir	Pres	transfiere	transfieren	0
881	transferir	Fut	transferirá	transferirán	0
882	materializar	Past	materializó	materializaron	0
882	materializar	Imperfect	materializaba	materializaban	0
882	materializar	Pres	materializa	materializan	0
882	materializar	Fut	materializará	materializarán	0
883	anclar	Past	ancló	anclaron	0
883	anclar	Imperfect	anclaba	anclaban	0
883	anclar	Pres	ancla	anclan	0
883	anclar	Fut	anclará	anclarán	0
884	calentar	Past	calentó	calentaron	0
884	calentar	Imperfect	calentaba	calentaban	0
884	calentar	Pres	calienta	calientan	0
884	calentar	Fut	calentará	calentarán	0
885	restringir	Past	restringió	restringieron	0
885	restringir	Imperfect	restringía	restringían	0
885	restringir	Pres	restringe	restringen	0
885	restringir	Fut	restringirá	restringirán	0
886	educar	Past	educó	educaron	0
886	educar	Imperfect	educaba	educaban	0
886	educar	Pres	educa	educan	0
886	educar	Fut	educará	educarán	0
887	localizar	Past	localizó	localizaron	0
887	localizar	Imperfect	localizaba	localizaban	0
887	localizar	Pres	localiza	localizan	0
887	localizar	Fut	localizará	localizarán	0
888	casar	Past	casó	casaron	0
888	casar	Imperfect	casaba	casaban	0
888	casar	Pres	casa	casan	0
888	casar	Fut	casará	casarán	0
889	cortar	Past	cortó	cortaron	0
889	cortar	Imperfect	cortaba	cortaban	0
889	cortar	Pres	corta	cortan	0
889	cortar	Fut	cortará	cortarán	0
890	esfumar	Past	esfumó	esfumaron	0
890	esfumar	Imperfect	esfumaba	esfumaban	0
890	esfumar	Pres	esfuma	esfuman	0
890	esfumar	Fut	esfumará	esfumarán	0
891	enamorar	Past	enamoró	enamoraron	0
891	enamorar	Imperfect	enamoraba	enamoraban	0
891	enamorar	Pres	enamora	enamoran	0
891	enamorar	Fut	enamorará	enamorarán	0
892	extrañar	Past	extrañó	extrañaron	0
892	extrañar	Imperfect	extrañaba	extrañaban	0
892	extrañar	Pres	extraña	extrañan	0
892	extrañar	Fut	extrañará	extrañarán	0
893	recomendar	Past	recomendó	recomendaron	0
893	recomendar	Imperfect	recomendaba	recomendaban	0
893	recomendar	Pres	recomienda	recomiendan	0
893	recomendar	Fut	recomendará	recomendarán	0
894	conformar	Past	conformó	conformaron	0
894	conformar	Imperfect	conformaba	conformaban	0
894	conformar	Pres	conforma	conforman	0
894	conformar	Fut	conformará	conformarán	0
895	proseguir	Past	prosiguió	prosiguieron	0
895	proseguir	Imperfect	proseguía	proseguían	0
895	proseguir	Pres	prosigue	prosiguen	0
895	proseguir	Fut	proseguirá	proseguirán	0
896	enfriar	Past	enfrió	enfriaron	0
896	enfriar	Imperfect	enfriaba	enfriaban	0
896	enfriar	Pres	enfría	enfrían	0
896	enfriar	Fut	enfriará	enfriarán	0
897	prolongar	Past	prolongó	prolongaron	0
897	prolongar	Imperfect	prolongaba	prolongaban	0
897	prolongar	Pres	prolonga	prolongan	0
897	prolongar	Fut	prolongará	prolongarán	0
898	hospitalizar	Past	hospitalizó	hospitalizaron	0
898	hospitalizar	Imperfect	hospitalizaba	hospitalizaban	0
898	hospitalizar	Pres	hospitaliza	hospitalizan	0
898	hospitalizar	Fut	hospitalizará	hospitalizarán	0
899	trascender	Past	trascendió	trascendieron	0
899	trascender	Imperfect	trascendía	trascendían	0
899	trascender	Pres	trasciende	trascienden	0
899	trascender	Fut	trascenderá	trascenderán	0
900	responsabilizar	Past	responsabilizó	responsabilizaron	0
900	responsabilizar	Imperfect	responsabilizaba	responsabilizaban	0
900	responsabilizar	Pres	responsabiliza	responsabilizan	0
900	responsabilizar	Fut	responsabilizará	responsabilizarán	0
901	solventar	Past	solventó	solventaron	0
901	solventar	Imperfect	solventaba	solventaban	0
901	solventar	Pres	solventa	solventan	0
901	solventar	Fut	solventará	solventarán	0
902	matizar	Past	matizó	matizaron	0
902	matizar	Imperfect	matizaba	matizaban	0
902	matizar	Pres	matiza	matizan	0
902	matizar	Fut	matizará	matizarán	0
903	recriminar	Past	recriminó	recriminaron	0
903	recriminar	Imperfect	recriminaba	recriminaban	0
903	recriminar	Pres	recrimina	recriminan	0
903	recriminar	Fut	recriminará	recriminarán	0
904	estallar	Past	estalló	estallaron	0
904	estallar	Imperfect	estallaba	estallaban	0
904	estallar	Pres	estalla	estallan	0
904	estallar	Fut	estallará	estallarán	0
905	pasear	Past	paseó	pasearon	0
905	pasear	Imperfect	paseaba	paseaban	0
905	pasear	Pres	pasea	pasean	0
905	pasear	Fut	paseará	pasearán	0
906	regentar	Past	regentó	regentaron	0
906	regentar	Imperfect	regentaba	regentaban	0
906	regentar	Pres	regenta	regentan	0
906	regentar	Fut	regentará	regentarán	0
907	augurar	Past	auguró	auguraron	0
907	augurar	Imperfect	auguraba	auguraban	0
907	augurar	Pres	augura	auguran	0
907	augurar	Fut	augurará	augurarán	0
908	vincular	Past	vinculó	vincularon	0
908	vincular	Imperfect	vinculaba	vinculaban	0
908	vincular	Pres	vincula	vinculan	0
908	vincular	Fut	vinculará	vincularán	0
909	peinar	Past	peinó	peinaron	0
909	peinar	Imperfect	peinaba	peinaban	0
909	peinar	Pres	peina	peinan	0
909	peinar	Fut	peinará	peinarán	0
910	aplazar	Past	aplazó	aplazaron	0
910	aplazar	Imperfect	aplazaba	aplazaban	0
910	aplazar	Pres	aplaza	aplazan	0
910	aplazar	Fut	aplazará	aplazarán	0
911	quemar	Past	quemó	quemaron	0
911	quemar	Imperfect	quemaba	quemaban	0
911	quemar	Pres	quema	queman	0
911	quemar	Fut	quemará	quemarán	0
912	instruir	Past	instruyó	instruyeron	0
912	instruir	Imperfect	instruía	instruían	0
912	instruir	Pres	instruye	instruyen	0
912	instruir	Fut	instruirá	instruirán	0
913	abstener	Past	abstuvo	abstuvieron	0
913	abstener	Imperfect	abstenía	abstenían	0
913	abstener	Pres	abstiene	abstienen	0
913	abstener	Fut	abstendrá	abstendrán	0
914	agotar	Past	agotó	agotaron	0
914	agotar	Imperfect	agotaba	agotaban	0
914	agotar	Pres	agota	agotan	0
914	agotar	Fut	agotará	agotarán	0
915	montar	Past	montó	montaron	0
915	montar	Imperfect	montaba	montaban	0
915	montar	Pres	monta	montan	0
915	montar	Fut	montará	montarán	0
916	fusionar	Past	fusionó	fusionaron	0
916	fusionar	Imperfect	fusionaba	fusionaban	0
916	fusionar	Pres	fusiona	fusionan	0
916	fusionar	Fut	fusionará	fusionarán	0
917	idear	Past	ideó	idearon	0
917	idear	Imperfect	ideaba	ideaban	0
917	idear	Pres	idea	idean	0
917	idear	Fut	ideará	idearán	0
918	facturar	Past	facturó	facturaron	0
918	facturar	Imperfect	facturaba	facturaban	0
918	facturar	Pres	factura	facturan	0
918	facturar	Fut	facturará	facturarán	0
